"","x"
"49"," 오류를 우회하기 위한 함수 추가 앵커 명절을 앞두고 택배를 많이 주고 받죠 상품권 구입도 이맘 때 크게 늘어나는데요 공정위와 소비자원이 추석을 맞아 항공과 택배 상품권 분야에 대해 소비자 피해주의보를 발령했습니다 어떤 점에 유의해야 하는지 모은희 기자가 전합니다 리포트 추석을 앞두고 항공 택배 상품권에 대해 공정거래위원회와 한국소비자원이 소비자 피해주의보를 발령했습니다 항공과 택배 상품권은 추석 연휴가 낀 월과 월에 소비자 이용이 큰 폭으로 증가하며 피해 건수도 지난해 여 건을 기록하는 등 해마다 급증하고 있습니다 항공의 경우 여행일정 지연과 수하물 분실에 대해 항공사가 배상을 거부하는 피해 사례가 주로 꼽혔습니다 택배는 물품 분실과 파손 배송 지연을 비롯해 식품이 변질된 상태로 배송되는 피해 사례도 있었습니다 상품권의 경우 유효기간 경과로 사용을 거절당하거나 환급 받지 못하는 사례가 주로 발생했습니다 공정위와 소비자원은 해당 서비스나 상품을 선택할 때 거래 조건과 상품정보 등을 꼼꼼히 따져볼 것을 조언했습니다 항공권은 취소와 환불 규정을 미리 확인하고 수하물 관련 피해가 생겼을 경우 공항 내 항공사 직원에게 즉시 신고하는 게 좋습니다 택배는 주일 이상 여유를 두고 의뢰하고 배송이 완료될 때까지 운송장을 반드시 보관해야 피해를 줄일 수 있습니다 상품권은 인터넷 광고를 통해 대량구입을 유인하는 곳은 이용을 삼가고 가맹점 종류와 유효기간을 구입 전에 확인해야 합니다 소비자 피해가 발생하면 소비자상담센터 나 열린소비자포털 에서 구제를 신청할 수 있습니다 뉴스 모은희입니다 모은희 기자 여심야심 與心ㆍ野心 취재기자가 전하는 국회 뒷 이야기 네이버 채널 뉴스 구독 시원하게 털어드립니다 보다 ㄹㅇ 당신의 진짜 뉴스 케이야 "
"50"," 오류를 우회하기 위한 함수 추가 특권 사다리 꼬리표 떼기 숙제 남았다부산시교육청이 부산국제중을 다른 형태로 변화 발전시키기 위한 방안 찾기에 나선다 부산국제중 전경 부산시교육청 제공부산시교육청이 부산국제중학교 재지정을 승인해 학교 유지 쪽으로 가닥 부산일보 일 자 면 보도 을 잡았지만 내부적으로는 학교를 다른 형태로 변화 발전시키기 위한 방안 찾기에 골몰하고 있다 교육과정에 맞게 운영되고 있는 학교를 정치논리로 지정 취소할 수는 없어 일단 재지정은 했지만 많은 과제를 안고 있어 변화가 필요하다는 판단에서다 앞서 전국교직원노동조합 부산지부는 일 보도자료를 내고 국제중학교도 자사고 등과 같은 특권학교이므로 일반중학교로 전환하라 면서 부산시교육청의 국제중 재지정 결정은 특권학교 폐지라는 시대적 추세에 역행하므로 규탄 받아 마땅하다 고 주장했다 전교조 시대 추세 역행 규탄시교육청 구성 변화 모색 미래 교육 비전 제시 거듭나야 전교조는 특히 부산국제중이 일반중보다 더 많은 재정적 지원을 받고 있으며 전체 입학생의 가 일반전형으로 입학해 국제중의 설립 목적에도 맞지 않고 학교가 특권 사다리 역할을 하고 있다고 주장했다 실제로 년 국제중 졸업생의 가 과학고 외고 국제고 자사고에 진학해 이 같은 주장을 일정 부분 뒷받침한다 이에 대해 부산시교육청은 초기에는 초등학교 학급당 명만 지원을 할 수 있고 초등 학년 년간 전과목 수 를 받아야 입학할 수 있었기 때문에 사교육을 부추기는 특권학교라는 지적이 있었지만 지금은 누구나 희망만 하면 원서를 내 추첨으로 입학 기회를 얻을 수 있고 학비도 무료여서 꼭 그렇지만은 않다 면서도 그럼에도 결과적으로 많은 학생이 특목고에 진학하고 있다 추첨 운이 좋은 몇몇 학생들에게만 혜택이 돌아가게 하는 것이 맞느냐에 대한 고민이 있다 고 말했다 부산시교육청은 올 월부터 를 구성해 학교 변화 방안을 모색하고 있고 다양한 가능성을 열어 놓고 의견을 모으고 있다 는 다문화 학생들을 위한 공립 다문화학교 해외 귀국 학생들만을 위한 국제학교 부산 미래학교의 모델이 될 수 있는 학교 등을 제시하고 있다 를 이끄는 시교육청 산하 부산교육정책연구소 이미선 소장은 글로벌 인재를 양성하기 위한 교육과정이나 작은 학교로서의 이점 외국생활을 오래 한 학생과 국내파 학생 간의 상호작용 등 년 넘게 쌓은 노하우를 잘 살려 나갈 수 있어야 한다 면서 부산 미래 교육의 비전을 제시할 수 있는 학교로 거듭날 수 있게 지혜를 모아야 한다 고 말했다 부산국제중은 년 전국 최초로 만들어진 국제중학교다 국제화 시대를 선도할 유능한 인재를 양성하고 해외귀국자와 외국인 자녀에게 필요한 교육을 하기 위해 만들어졌다 한편 연간 만 원에 가까운 학비를 받으며 교육 불평등을 심화시킨다는 지적을 받아 온 서울의 대원국제중과 영훈국제중의 경우 최근 일반중으로 전환하는 절차에 돌입했다 이현정 기자 네이버에서 부산일보 구독하기 클릭 터치 부산 앱 출시 부산일보 지면을 내 손 안에 부산일보 홈 바로가기 "
"51"," 오류를 우회하기 위한 함수 추가 사진 뉴스 파이낸셜뉴스 신형 스마트폰 출시와 추석 연휴에 따른 계절적 수요확대 등으로 월 기업 체감경기가 개선됐다 한국은행이 일 발표한 년 월 기업경기실사지수 에 따르며 를 보면 월 전 산업의 업황 는 한 달 전보다 포인트 상승한 를 기록했다 란 기업이 인식하는 경기를 보여주는 지표로 기준치인 미만이면 경기를 비관하는 기업이 좋게 보는 기업보다 많다는 뜻이다 제조업 업황 는 으로 전월보다 포인트 올랐다 업종별로는 전자 영상 통신장비가 신형 스마트폰 출시의 영향으로 포인트 상승했다 식료품도 추석의 영향으로 매출이 증가하면서 포인트 상승을 기록했다 반대로 자동차는 추석연휴에 따른 조업일수 감소로 포인트가 하락했다 기업 규모별로 보면 대기업은 로 포인트 중소기업은 로 포인트 전달과 비교해 올랐다 기업 형태별로는 수출기업이 로 포인트 올랐고 내수기업도 으로 포인트 상승했다 비제조업 업황 는 로 포인트 상승을 나타냈다 도소매업 포인트 정보통신업 포인트 부동산업 포인트 등이 상승의 중심이었다 도소매업은 명절 등에 따른 매출 증가 영향 정보통신업은 시스템 구축 및 관리 서비스 수익 증가 부동산업은 아파트 분양 증가 등에 영향을 받았다 기업들이 앞으로의 경기를 어떻게 인식하는지를 보면 월 전 산업 업황전망 는 로 포인트 상승했다 제조업 업황전망 는 전자 영상 통신장비와 고무 플라스틱 등이 상승하면서 포인트 상승한 을 보였다 비제조업 업황전망 는 로 도소매업과 부동산업 운수창고업 등을 중심으로 상승해 전월대비 포인트 올랐다 에 소비자동향지수 를 합쳐 산출한 경제심리지수 는 전월대비 포인트 상승한 였다 계절적 요인 불규칙 변동을 제거한 순환변동치는 포인트 내린 이었다 한은 관계자는 경제심리가 반등보다는 횡보하고 있다고 본다 고 전했다 예병정 기자 헉 소리나는 스 토리 뉴스 헉스 클릭해 뉴스 들어간다 뉴스쿨 세상에 이런일이 파스 저작권자 파이낸셜뉴스 무단 전재 재배포 금지 "
"52"," 오류를 우회하기 위한 함수 추가 추석 아침 인천공항에 도착할 예정이던 태국 방콕발 아시아나항공 여객기가 기체 결함으로 출발이 지연돼 명 가까운 승객이 현지에 발이 묶여 불편을 겪고 있습니다 해당 항공편은 출발이 하루 가까이 지연될 예정이어서 한국에서 추석을 쇠려던 승객들이 불만을 토로하고 있습니다 아시아나항공에 따르면 한국시간으로 오늘 새벽 시 분 방콕 수완나품 공항을 떠나 인천으로 올 예정이던 편 여객기가 출발 직전 기체에서 이상 징후가 감지돼 출발이 연기됐습니다 아시아나는 해당 여객기가 승객 탑승 전 기내 공기압이 누설된다는 메시지가 떠 문제를 해결하기 위해 정비를 받고 있다고 전했습니다 이 항공기에는 승객 명이 탑승할 예정이었습니다 승객들은 공항에서 출국 수속을 마치고 탑승을 기다리던 중 지연 안내를 받았습니다 승객들은 아시아나는 부품 공수 중이라는 말만 하고 담요와 물을 나눠준 채 승객들을 공항에 무작정 대기하게 하고 있다 추석을 쇠러 한국에 가야 하는데 공항에 발이 묶여 난감하다 고 불만을 터뜨렸습니다 아시아나 관계자는 필요한 부품을 수배해 방콕으로 보낼 준비를 하고 있다 며 정비가 늦어져 탑승 전 승객들을 인근 호텔로 안내했다 고 말했습니다 아시아나는 부품이 방콕에 도착한 뒤 정비가 완료되려면 출발 예정 시간이 당초보다 시간 늦어질 것으로 예상했습니다 이에 따라 해당 항공편의 인천 도착 시각은 한국시간으로 오늘 오전 시 분에서 내일 일 오전 시 분쯤으로 미뤄질 전망입니다 사진 연합뉴스 한지연 기자 인 잇 사람과 생각을 잇다 기사 모아보기 조국 법무부장관 의혹 수사 무단복제 및 재배포 금지 "
"53"," 오류를 우회하기 위한 함수 추가 롯데 현대 신세계 갤러리아 등 빅 백화점이 일부터 추석 선물세트 본 판매를 시작한다 롯데백화점은 일부터 다음 달 일까지 소공동 본점 잠실점 부산본점 등 전 점포에서 추석 선물세트 판매에 본격 나선다 신세계백화점은 일부터 본격적인 추석 선물세트 판매에 돌입한다 신세계 제공프리미엄 선물세트와 우수 농장 세트 이색 선물세트 등 다양한 농 축 수산물과 가공 생활 선물세트 여품목을 준비했다 최고급 한우로 구성한 세트 세트 한정 와 참조기를 엄선해 만든 영광 법성포 굴비 세트 황제 특 등급 보르도 와인으로 구성한 대 샤또 빈티지 밀레니엄 세트 등이 프리미엄 선물세트로 구성됐다 자체브랜드 콘텐츠를 이용해 만든 이색 선물세트도 출시한다 롯데백화점 잠실점 내 가구 편집숍 상품으로 구성한 라체르타 호작도 메를로 호호당 놋수저 인 세트 등이 대표 상품이다 현대백화점도 오는 일부터 다음 달 일까지 압구정본점 등 전국 개 점포에서 추석 선물세트 본 판매 행사를 한다 현대백화점은 이번 본 판매 기간에 명절 대표상품으로 꼽히는 한우 선물세트의 품목 수와 물량을 전년 대비 씩 늘렸다 인 가구의 증가에 따라 소포장 선물세트도 물량을 확대했다 신세계백화점도 일부터 특설매장을 통해 본격적인 선물세트 판매에 나선다 신세계는 올해 선물세트 물량을 작년 추석보다 정도 늘어난 만 세트 준비했다 프리미엄 제품과 만원 이하 제품을 강화했다 갤러리아백화점도 일부터 내달 일까지 추석 선물세트 본격 판매에 돌입한다 갤러리아는 전년보다 여개 늘어난 개의 상품을 선보인다 갤러리아백화점은 환경보호를 위한 텀블러 에코백 친환경세제 험블 브러쉬 세트 플라스틱이 아닌 대나무로 만든 생활용품 반려동물을 위한 사랑의 이름표 스킨케어 나들이용품 건강 세트 등 지속 가능한 가치 전파를 위한 선물세트를 선보인다 유윤정 기자 "
"54"," 오류를 우회하기 위한 함수 추가 온라인 예매는 종전대로 오전 시부터 온라인 비중 로 늘려 일 경부 경전 동해 충북선 일 호남 전라 강릉 장항선 승차권 예매 대기 중 서울 연합뉴스 윤동진 기자 추석 열차 승차권 예매가 시작된 일 오전 서울역에서 시민들이 표를 사기 위해 기다리고 있다 대전 연합뉴스 유의주 기자 추석 열차 승차권 예매가 일 서울역 등 전국 주요 역 창구와 승차권 판매대리점 온라인 등에서 시작됐다 코레일에 따르면 일은 경부 경전 동해 충북선 일에는 호남 전라 강릉 장항 중앙선 등의 승차권을 예매한다 고객 대기시간을 줄이기 위해 역과 승차권 판매대리점의 예매 시작 시각을 오전 시로 시간 앞당겼다 홈페이지와 모바일 등 온라인 예매는 종전과 같이 오전 시부터 오후 시까지다 예매 대상은 월 일 일간 운행하는 새마을 무궁화호 열차와 관광전용 열차 승차권이다 온라인에서 예약한 승차권은 일 오후 시부터 일 자정까지 결제해야 한다 결제하지 않은 승차권은 자동으로 취소돼 예약 대기 신청자에게 우선 제공된다 추석 열차 승차권 예매 기다리는 시민들 서울 연합뉴스 윤동진 기자 추석 열차 승차권 예매가 시작된 일 오전 서울역에서 시민들이 승차권을 사기 위해 기다리고 있다 코레일에 따르면 일은 경부 경전 동해 충북선 일에는 호남 전라 강릉 장항 중앙선 등의 승차권을 예매한다 예매 기간에 판매되고 남은 좌석은 일 오후 시부터 일반 승차권과 동일하게 구매할 수 있다 꾸준히 높아지는 온라인 예매 선호도를 반영해 인터넷에 역과 판매 대리점에 를 배정했다 지난해부터 도입한 모바일 예매로 출근길이나 이동 중 어디서든 승차권을 구매할 수 있다 기존 시각장애인과 지체장애인 뇌병변 장애인 사전 등록 절차 완료한 회원 에게 제공됐던 예매 서비스는 올 추석부터 모바일로 확대된다 접속 시간 연장 서비스도 텍스트 리딩 등의 소요 시간을 고려해 기존 분에서 분으로 늘린다 승차권 불법유통과 부당 확보를 막기 위해 회에 최대 매까지만 예매가 허용되며 인당 최대 매까지 살 수 있다 모바일 예매는 승차권 앱인 코레일톡 에서 할 수 없고 웹브라우저를 통해 명절 승차권 예매 전용 홈페이지 에 접속한 뒤 해야 한다 추석 열차 예매가 시작됐습니다 서울 연합뉴스 윤동진 기자 추석 열차 승차권 예매가 시작된 일 오전 서울역에서 시민들이 승차권 구입 신청서를 작성을 위해 시간을 확인하고 있다 예매 기간 역 내 자동발매기로는 명절 승차권을 구매할 수 없다 자세한 사항은 레츠코레일 홈페이지 를 참조하거나 철도고객센터 에서 확인할 수 있다 이선관 코레일 고객마케팅단장은 최근 예매 추세를 반영하고 좀 더 편하게 명절 승차권을 예매할 수 있도록 했다 고 말했다 은 일 별도로 예매를 진행한다 확 달라진 연합뉴스 웹을 만나보세요 네이버 연합뉴스 채널 구독 뭐 하고 놀까 흥 "
"55"," 오류를 우회하기 위한 함수 추가 는 추석을 앞두고 억원 규모의 협력사 납품 대금을 오는 일까지 조기 지급한다고 일 밝혔다 이번 결정으로 명절을 앞두고 자금 수요가 많은 협력사의 부담이 완화될 것으로 보인다 는 지난해 추석에도 약 억원의 납품 대금을 미리 지급해 협력사 자금 운용에 도움을 줬다 이와 함께 는 협력사가 본연의 업무 이외에 다른 부담을 가지지 않도록 클린 캠페인을 월 일부터 일까지 진행한다 이 기간 협력사를 포함한 이해관계자가 임직원에게 선물을 제공할 경우 수취거부 의사를 확실히 밝히고 그럼에도 선물을 보내면 거절 서한을 첨부해 반송한다 박종열 전략실장 상무 는 사회적 책임을 완수하기 위해 추석 명절전 납품 대금 조기 지급을 결정했다 며 협력사 동반성장을 위한 지원과 인식 개선 캠페인을 지속해 서로 상생하는 문화를 정착시킬 것 이라고 말했다 이경탁 기자 "
"56"," 오류를 우회하기 위한 함수 추가 롯데 노포맛집 선물세트 기획현대 혼합 과일 상품 대거 선봬신세계 육포 등 프리미엄 확대 현대백화점은 과일 콜라보 상품을 대거 선보인다 주요상품은 사과 배 샤인머스켓을 혼합한 혼합 선물세트 만 만원 다 신세계백화점은 만원에 달하는 명품 한우 육포 를 선보인다 등급 한우 우둔과 함께 채끝을 엄선해 구성했다 롯데백화점은 씨간장 와 된장 으로 구성된 남파고택 년 씨간장 리미티드 세트 를 만원에 선보였다 민족 최대 명절인 추석을 맞아 일 롯데 현대 신세계 등 국내 대 백화점에서는 각 사를 대표하는 이색 선물세트를 출시하며 경쟁에 나섰다 명절 선물세트를 대표해 왔던 한우선물세트 캔참치세트 등 천편일률적인 선물세트를 벗어나 유명 노포 음식이 담긴 선물세트 다양한 상품이 한꺼번에 담긴 콜라보 세트 등이 선보여 눈길을 끈다 롯데백화점은 이번 추석 선물세트에 고유의 비법과 명성을 간직한 노포 맛집과 협업해 노포 맛집 선물세트 를 기획했다 대표적으로 전라남도의 유명 종가 남파고택 의 선물세트를 선보인다 남파고택 은 나주 밀양박씨의 고택으로 년에 지어져 중요민속문화재 호로 등재돼 있다 특히 전통방식 그대로 띄운 메주와 년 이상 대물림하는 간장을 함께 가마솥에 달여 만든 씨간장 과 년 넘게 숙성을 시킨 된장 나주 청정 한우에 대에 걸친 씨간장으로 맛을 더한 한우 장조림 이 유명하다 이번 추석 선물세트에는 씨간장 와 된장 으로 구성된 남파고택 년 씨간장 리미티드 세트 를 만원에 남파고택 한우 장조림 세트 를 만 원에 선보인다 또한 전라북도 군산 노포 맛집인 계곡가든 의 계곡가든 게장 세트 호 를 만 원에 간장게장과 양념게장이 혼합된 계곡가든 혼합 세트 호 를 만 원에 선보인다 현대백화점은 서로 다른 종류의 상품을 함께 넣은 이색 명절 선물세트를 선보인다 단일 품목의 대용량 선물세트 대신 용량이 작지만 여러 품목이 포함된 선물세트로 늘어나는 인 가구를 공략하겠다는 것이다 현대백화점은 다음달 일까지인 년 추석 선물세트 판매 기간 컬래버레이션 선물세트를 지난 추석 때보다 배 늘린 종을 선보인다 현대백화점 관계자는 인 가구가 크게 늘어나면서 콜라보 선물을 찾는 고객들이 늘어나고 있다 며 식구수가 적은 만큼 단일 품목의 대용량 제품보다는 여러 품목이 함께 구성된 소용량 제품을 더 선호하고 있는 상황 이라고 설명했다 현대백화점은 과일 콜라보 상품을 대거 선보인다 대표적으로 아보카도와 망고를 섞은 아보카도 망고세트 만 원 만 원 와 사과 배 샤인머스켓을 혼합한 혼합 선물세트 만 만원 등이다 특히 올해 추석에는 멜론 거봉 사과 황금향 등으로 구성된 과일 바구니세트 만원 만원 도 명절 선물세트로 내놓았다 신세계백화점은 만원에 달하는 명품 한우 육포를 선보이는 등 명품 선물세트에 사활을 걸었다 신세계백화점은 올 추석 품목을 지난해 개에서 개로 개 품목을 늘린다 기존 한우 굴비 과일로만 꾸려졌던 에 처음으로 갈치 육포 곶감 견과류를 추가했다 명품 한우 육포 는 등급 국내산 한우 우둔과 함께 값이 비싸 주로 구이용으로만 판매되던 채끝을 엄선해 구성했다 기존 육포에 비해 부드럽고 풍미가 뛰어난 것이 특징이다 또 굴비만큼 비싼 명품 갈치도 내놓는다 명품 제주 冬 갈치 세트로 청정 제주에서 살집이 오르는 겨울에 어획한 제철 갈치 중에 특대 사이즈만 선별한 것으로 가격은 만원이다 박신영 기자 헉 소리나는 스 토리 뉴스 헉스 클릭해 뉴스 들어간다 뉴스쿨 세상에 이런일이 파스 저작권자 파이낸셜뉴스 무단 전재 재배포 금지 "
"57"," 오류를 우회하기 위한 함수 추가 직장인들이 추석 명절에 친지들로부터 가장 듣기 싫어하는 말은 결혼 출산과 연봉 문제 등이라는 조사 결과가 나왔습니다 취업포털 잡코리아가 최근 성인 남녀 천여 명을 대상으로 설문조사한 결과 직장인의 경우 가장 많은 가 가장 듣기 싫은 말로 결혼 혹은 출산은 언제쯤 을 꼽았습니다 뒤이어 가 연봉은 얼마인지 를 가 돈을 얼마나 모았는지 를 꼽았고 는 살 좀 빼야겠다 혹은 찌워야겠다 라고 답했습니다 취업준비생의 경우 응답자의 절반에 가까운 가 취업은 언제 할 거냐 는 질문을 꼽았고 대학생은 앞으로 계획이 뭐냐 가 로 가장 많았습니다 김경호 기자 저작권자 무단복제 재배포 금지 네이버 홈에서 뉴스 채널 구독하기 엠빅뉴스 고향 가는 길 고속도로 생중계로 본 역대 추석 귀성길 부장님에게 미움받기 딱 좋은 대답은 "
"58"," 오류를 우회하기 위한 함수 추가 일 오후 시 조국 임명 철회 서울역 인시위 예고 오마이뉴스 김종훈 기자 자유한국당 황교안 대표가 일 오후 서울 광화문광장 앞 세종대로 사거리에서 조국 법무부 장관 임명 철회 인 시위를 하고 있다 이희훈 생명과 자유는 날마다 얻어지는 게 아니다 쟁취해야 얻어지는 것이다 황교안 자유한국당 대표가 일 오전 자신의 페이스북에 남긴 말이다 황 대표는 이 글에서 조국 사태는 문재인 정권 시대에 우리 야당이 무엇을 해야 하는지 국민들께서 야당에 무엇을 요구하고 있는지 통렬하게 깨우쳐 줬다 면서 지금까지 그런 역할을 충분히 해내지 못했다는 뼈아픈 반성도 했다 현 정권을 바라보는 국민의 시선 조국사태의 전과 후가 다르듯이 저희 자유한국당도 조국 사태 이전과 이후가 다를 것이다 라고 다짐했다 그러면서 황 대표는 자신이 추석 연휴 기간 읽은 루돌프 예링의 책 권리를 위한 투쟁 을 언급하며 오늘 일 도 오후 시에 서울역 광장에서 조국 임명 철회 인 시위 를 한다 마음으로 함께해 달라 라고 강조했다 앞서 황 대표는 추석 연휴 첫날인 지난 일에도 자신의 페이스북에 추석이 이렇게 흉흉했던 적이 없었다 면서 자유민주주의가 흔들리고 있다 이제 우리가 몸으로 전략으로 정책으로 투쟁해야 한다 라는 메시지를 남기고 오후 시부터 시간 가량 서울역에서 조국 임명 철회 인시위 를 진행한 바 있다 연이은 인 시위 이유는 자유한국당 황교안 대표와 인천 지역구 의원 등이 일 오후 인천 부평구 문화의거리 입구에서 열린 문재인 정권 순회 규탄대회에 참석하고 있다 이희훈 황교안 대표는 지난 일부터 귀성 인사 대신 살리자 대한민국 문재인 정권 순회 규탄 집회를 이어갔다 일 서울 신촌과 왕십리 고속버스터미널 등 서울 지역 주요 거점에서 릴레이 집회와 인 시위를 진행했다 일에는 인천과 부평 수원 성남 등에서 자유한국당 당직자들과 함께 집회를 진행했다 당시 황 대표는 부평 문화의 거리에서 진행된 집회에서 무도한 정부 밑에서 잘 사는 대한민국이 불과 년 만에 폭망해버렸다 면서 학생들의 아르바이트 자리도 없는 나라 우리가 정말 꿈꾸던 나라인가 겉으론 공정과 자유를 외치고 그동안 정의를 외쳤던 문재인의 민낯 이라고 목소리를 높였다 이런 상황에서 황 대표는 지난 일 오후 시 서울역 대합실 근처에서 조국 임명 철회하라 대한민국 국민 황교안 라고 써진 대형 피켓을 들고 시간 가량 홀로 인시위를 벌였다 당시 황 대표는 대합실 근처를 오가는 시민들에게 고개를 숙여 인사하며 자신을 알아보고 인사를 건네는 시민들과 일일이 악수했다 현장에 모인 기자들에게는 별도의 공개발언을 하지 않았다 추석 연휴 고향으로 떠나는 귀성객 을 향해서만 무언의 메시지를 강조한 셈이다 같은 날 가 한국리서치에 의뢰해 전국 만 세 이상 성인남녀 명 유선 명 무선 명 을 대상으로 일부터 일까지 실시한 여론조사 결과에 따르면 조 장관 임명에 대한 부정 평가가 긍정 평가는 로 집계됐다 모름 무응답 비율은 오차 범위를 넘어서는 수치다 일 황교안 자유한국당 대표가 서울역에서 인 시위를 하고 있다 신상호 일에 이어 일 오후 시부터 시작하는 황 대표의 서울역 인시위도 추석 연휴 귀경객 을 대상으로 진행될 전망이다 조국 장관 임명에 대한 여론의 변동이 크지 않은 상황에서 황 대표는 지지자를 결집하고 문재인 대통령의 조국 법무부 장관 임명과 관련해 투쟁 의지 를 다시 한번 다질 것으로 풀이된다 이날 황 대표의 인시위가 끝난 다음날 일 에는 자유한국당 주최로 추석민심 국민보고대회 가 국회에서 열린다 국회 본관 앞 계단에서 열릴 이번 대회에는 황 대표를 비롯해 나경원 원내대표를 포함한 주요 당직자들이 모두 참석한다 저작권자 오마이뉴스 시민기자 무단 전재 및 재배포 금지 오마이뉴스에서는 누구나 기자가 될 수 있어요 네이버에서 오마이뉴스 채널을 구독하세요 끝나지 않은 싸움 대강 부역자와 저항자들 "
"59"," 오류를 우회하기 위한 함수 추가 지난 월까지 전년대비 이상 증가 특히 지인 사칭 스미싱 주의 요망 파이낸셜뉴스 경찰이 추석 명절을 앞두고 택배 소액결제 문자 등으로 피해자를 속여 돈을 가로채는 스미싱 범죄에 주의를 당부했다 스미싱은 문자메시지 와 피싱 의 합성어로 악성 앱 주소가 포함된 휴대폰 문자를 대량 전송 후 이용자가 악성 앱을 설치하도록 유도해 금융정보 개인정보 등을 탈취하는 신종 사기 수법이다 일 경찰청에 따르면 지난 월까지 스미싱 탐지 건수는 만 건으로 전년 같은 기간 대비 증가했다 특히 지인으로 속인 스미싱이 만 건으로 전년 동기 건 대비 크게 증가하고 있어 각별한 주의가 요망된다 경찰은 스미싱 사기 피해를 예방하기 위해서는 택배 조회 명절 인사 모바일 상품권 승차권 공연예매권 증정 등의 문자 속에 출처가 확인되지 않은 인터넷주소 는 클릭하지 않아야 한다고 조언했다 또 알 수 없는 출처의 모바일 앱이 함부로 설치되지 않도록 스마트폰의 보안설정을 강화하고 앱을 다운로드 받을 경우 문자 속 링크가 아닌 애플 앱스토어나 구글 플레이스토어 등 공인된 개방형 시장을 통해 앱을 설치해야 한다고 설명했다 경찰 관계자는 이동통신사 등에서 제공하는 백신프로그램을 설치해 업데이트 및 실시간 감시상태를 유지하고 통신사 고객센터 및 홈페이지를 통해 소액결제를 원천적으로 차단하거나 결제금액을 제한해야 한다 며 보안강화 및 업데이트 명목으로 개인정보 금융정보를 요구하는 경우 절대 입력하거나 알려주지 않는 것이 중요하다 고 말했다 정부는 추석을 앞두고 전기통신금융사기 보이스피싱 방지 종합대책 의 일환으로 관계부처 간 협업을 통해 다양한 피해예방 활동을 추진할 예정이다 방송통신위원회는 한국정보통신진흥협회와 이동통신 사 와 협력해 스미싱 피해예방 문자 를 발송하고 과학기술정보통신부 한국인터넷진흥원 는 추석 연휴 동안 스미싱 유포 등에 신속하게 대응할 수 있도록 시간 모니터링을 실시한다 또 신고 접수된 스미싱 정보를 분석해 악성앱 유포지 차단 및 스미싱에 이용된 번호중지 차단 등 이용자 피해를 최소화할 계획이다 금융위원회와 금융감독원은 추석연휴 동안 금융업권의 협조를 통해 인공지능 기반 문자 메시지 분석을 통한 스미싱 여부를 판단해 경고 차단이 가능한 알고리즘 개발 보급해 관련 앱이 출시될 수 있도록 유도하는 등 스미싱 피해 예방에 나설 계획이다 경찰청은 사이버범죄 예방을 위해 운영 중인 모바일 앱 사이버캅 을 통해 스미싱 탐지 피해경보 발령 기능과 스미싱 예방수칙 정보 등을 제공하고 있다 명절 연휴 중 스미싱 의심 문자를 수신했거나 악성앱 감염 등이 의심되는 경우 불법 스팸대응센터 국번 없이 에 신고하면 된다 다른 사람에게 유사한 내용의 스미싱을 발송하는 등 차 피해를 예방할 수 있으며 악성코드 앱 제거 방법 등을 시간 무료로 상담받을 수 있다 김문희 기자 헉 소리나는 스 토리 뉴스 헉스 클릭해 뉴스 들어간다 뉴스쿨 세상에 이런일이 파스 저작권자 파이낸셜뉴스 무단 전재 재배포 금지 "
